CONTRACT_ID,PLAN_ID,SEGMENT_ID,CONTRACT_NAME,PLAN_NAME,FORMULARY_ID,PREMIUM,DEDUCTIBLE,ICL,MA_REGION_CODE,PDP_REGION_CODE,STATE,COUNTY_CODE,SNP,PLAN_SUPPRESSED_YN
H0022,1,0,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Buckeye Health Plan - MyCare Ohio (Medicare-Medicaid Plan),18478,0,0,., , ,OH,36630,0,N
H0022,1,0,"BUCKEYE COMMUNITY HEALTH PLAN, INC.",Buckeye Health Plan - MyCare Ohio (Medicare-Medicaid Plan),18478,0,0,., , ,OH,36880,0,N
H0028,4,0,"CHA HMO, INC.",Humana Gold Plus H0028-004 (HMO),18258,0,250,3750, , ,HI,12020,0,N
H0028,4,0,"CHA HMO, INC.",Humana Gold Plus H0028-004 (HMO),18258,0,250,3750, , ,HI,12040,0,N
H0028,4,0,"CHA HMO, INC.",Humana Gold Plus H0028-004 (HMO),18258,0,250,3750, , ,HI,12050,0,N
H0028,7,0,"CHA HMO, INC.",Humana Gold Plus SNP-DE H0028-007 (HMO SNP),18258,0,115,3750, , ,NE,28270,2,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16050,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16060,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16070,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16080,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16090,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16100,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16110,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16150,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16160,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16170,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16200,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16240,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16270,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16280,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16290,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16320,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16330,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16340,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16370,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16390,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16410,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16430,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16470,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16480,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16490,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16500,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16520,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16530,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16570,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16590,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16600,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16610,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16620,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16630,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16640,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16650,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16680,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16690,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16700,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16710,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16740,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16760,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16770,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16780,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16810,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16830,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16840,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16850,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16890,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16900,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16910,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16930,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16940,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16950,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16960,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,IA,16970,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28120,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28210,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28260,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28270,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28540,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28760,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28770,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,NE,28880,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,SD,43410,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,SD,43490,0,N
H0028,8,1,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,0,150,3750, , ,SD,43630,0,N
H0028,8,2,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,16,150,3750, , ,IA,16220,0,N
H0028,8,2,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,16,150,3750, , ,IA,16510,0,N
H0028,8,2,"CHA HMO, INC.",Humana Gold Plus H0028-008 (HMO),18258,16,150,3750, , ,IA,16560,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16060,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16220,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16510,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16560,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16760,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16770,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16810,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16840,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,IA,16960,0,N
H0028,9,0,"CHA HMO, INC.",Humana Value Plus H0028-009 (HMO),18258,29.1,360,3750, , ,SD,43490,0,N
H0029,1,0,"COORDINATED CARE OF WASHINGTON, INC.",Allwell Medicare (HMO),18482,0,200,3750, , ,WA,50260,0,N
H0029,4,0,"COORDINATED CARE OF WASHINGTON, INC.",Allwell Medicare (HMO),18482,0,200,3750, , ,WA,50310,0,N
H0029,6,0,"COORDINATED CARE OF WASHINGTON, INC.",Allwell Medicare Plus (HMO),18483,34.5,405,3750, , ,WA,50310,0,N
H0062,1,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45130,0,N
H0062,2,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45310,0,N
H0062,2,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45390,0,N
H0062,2,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45410,0,N
H0062,2,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45892,0,N
H0062,2,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45910,0,N
H0062,3,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45240,0,N
H0062,3,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45650,0,N
H0062,4,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,0,3750, , ,TX,45480,0,N
H0062,5,0,"SUPERIOR HEALTHPLAN COMMUNITY SOLUTIONS, INC.",Allwell Medicare (HMO),18482,0,325,3750, , ,TX,45830,0,N
H0088,1,0,"WELLCARE HEALTH INSURANCE OF NEW YORK, INC.",WellCare Premier (PPO),18438,0,0,3750, , ,NY,33420,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1000,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1020,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1040,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1050,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1060,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1070,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1080,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1090,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1110,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1120,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1130,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1140,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1150,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1160,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1170,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1180,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1190,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1200,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1210,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1220,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1230,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1240,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1250,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1260,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1270,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1280,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1290,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1300,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1310,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1320,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1330,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1340,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1350,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1370,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1380,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1390,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1400,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1410,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1420,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1430,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1440,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1450,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1460,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1470,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1490,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1500,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1510,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1520,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1530,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1540,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1550,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1560,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1570,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1590,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1600,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1610,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1620,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1640,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1650,0,N
H0104,12,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,33.2,150,3750, , ,AL,1660,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1010,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1030,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1100,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1360,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1480,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1580,0,N
H0104,14,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Complete (PPO),18325,0,150,3750, , ,AL,1630,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1000,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1010,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1020,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1030,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1040,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1050,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1060,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1070,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1080,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1090,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1100,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1110,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1120,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1130,0,N
H0104,15,0,BLUE CROSS AND BLUE SHIELD OF ALABAMA,Blue Advantage Premier (PPO),18325,61,0,3750, , ,AL,1140,0,N
